IBGE;RS;MACRO;Municipio;Casos;Obitos;Recuperados;Em_investigacao
4114351;08;OESTE;Manfrinópolis;246;5;240;4
4115408;08;OESTE;Marmeleiro;2408;50;2353;2
4116950;08;OESTE;Nova Esperança do Sudoeste;668;11;637;0
4117255;08;OESTE;Nova Prata do Iguaçu;1290;22;1267;1
4119251;08;OESTE;Pinhal de São Bento;201;1;194;0
4119806;08;OESTE;Planalto;1281;20;1261;2
4120358;08;OESTE;Pranchita;776;8;767;1
4119004;08;OESTE;Pérola d'Oeste;539;8;515;0
4121406;08;OESTE;Realeza;2616;41;2568;5
4121604;08;OESTE;Renascença;851;21;820;2
4122800;08;OESTE;Salgado Filho;500;11;489;1
4123006;08;OESTE;Salto do Lontra;1859;31;1826;1
4123808;08;OESTE;Santa Izabel do Oeste;1368;35;1326;3
4124400;08;OESTE;Santo Antônio do Sudoeste;2596;32;2541;3
4125209;08;OESTE;São Jorge d'Oeste;1516;34;1479;2
4128609;08;OESTE;Verê;1196;24;1169;1
4108304;09;OESTE;Foz do Iguaçu;46375;1191;42557;2321
4110953;09;OESTE;Itaipulândia;1635;27;1600;3
4115606;09;OESTE;Matelândia;3092;66;3006;8
4115804;09;OESTE;Medianeira;8320;146;8111;16
4116059;09;OESTE;Missal;1291;21;1261;4
4121257;09;OESTE;Ramilândia;487;12;471;2
4124053;09;OESTE;Santa Terezinha de Itaipu;3674;111;3547;35
4126355;09;OESTE;Serranópolis do Iguaçu;672;14;657;0
4125704;09;OESTE;São Miguel do Iguaçu;3729;77;3618;26
4101051;10;OESTE;Anahy;470;13;456;0
4103057;10;OESTE;Boa Vista da Aparecida;1170;35;1135;1
4103354;10;OESTE;Braganey;684;11;671;0
4103453;10;OESTE;Cafelândia;3024;43;2979;2
4104055;10;OESTE;Campo Bonito;466;14;448;0
4104600;10;OESTE;Capitão Leônidas Marques;2001;31;1967;2
4104808;10;OESTE;Cascavel;49957;1133;48163;120
4105003;10;OESTE;Catanduvas;1190;21;1168;0
4106308;10;OESTE;Corbélia;2997;47;2929;2
4105300;10;OESTE;Céu Azul;1693;35;1649;9
4107124;10;OESTE;Diamante do Sul;550;17;531;0
4107546;10;OESTE;Espigão Alto do Iguaçu;506;7;499;1
4108205;10;OESTE;Formosa do Oeste;743;22;713;1
4109302;10;OESTE;Guaraniaçu;1871;33;1773;3
4109757;10;OESTE;Ibema;580;27;553;2
4110052;10;OESTE;Iguatu;333;12;320;0
4110656;10;OESTE;Iracema do Oeste;251;5;237;0
4112751;10;OESTE;Jesuítas;1138;21;1115;0
4113452;10;OESTE;Lindoeste;641;10;595;0
4116703;10;OESTE;Nova Aurora;1856;48;1799;0
4120903;10;OESTE;Quedas do Iguaçu;3967;82;3875;1
4123824;10;OESTE;Santa Lúcia;275;8;266;1
4124020;10;OESTE;Santa Tereza do Oeste;1348;35;1256;4
4127858;10;OESTE;Três Barras do Paraná;1596;59;1536;0
4128559;10;OESTE;Vera Cruz do Oeste;1264;48;1212;4
4100459;11;NOROESTE;Altamira do Paraná;312;13;299;0
4101705;11;NOROESTE;Araruna;2237;37;2189;1
4102505;11;NOROESTE;Barbosa Ferraz;1558;47;1468;4
4103008;11;NOROESTE;Boa Esperança;508;19;488;0
4103909;11;NOROESTE;Campina da Lagoa;1835;63;1764;0
4104303;11;NOROESTE;Campo Mourão;16289;352;15839;13
4106555;11;NOROESTE;Corumbataí do Sul;449;7;439;0
4107504;11;NOROESTE;Engenheiro Beltrão;1667;31;1622;0
4107553;11;NOROESTE;Farol;203;8;186;0
4107702;11;NOROESTE;Fênix;473;8;448;1
4108601;11;NOROESTE;Goioerê;2133;75;1984;0
4110805;11;NOROESTE;Iretama;1147;21;1041;0
4112207;11;NOROESTE;Janiópolis;552;22;528;0
4112959;11;NOROESTE;Juranda;1120;33;1085;0
4113734;11;NOROESTE;Luiziana;813;15;793;0
4114005;11;NOROESTE;Mamborê;1508;29;1431;0
4116109;11;NOROESTE;Moreira Sales;1139;39;1095;0
4116802;11;NOROESTE;Nova Cantu;825;20;802;0
4118808;11;NOROESTE;Peabiru;1751;40;1698;2
4120655;11;NOROESTE;Quarto Centenário;323;6;302;0
4121109;11;NOROESTE;Quinta do Sol;627;10;616;1
4121356;11;NOROESTE;Rancho Alegre D'Oeste;294;9;285;0
4122503;11;NOROESTE;Roncador;1266;20;1119;0
4127205;11;NOROESTE;Terra Boa;2693;59;2620;1
4128005;11;NOROESTE;Ubiratã;2455;99;2302;3
4128625;12;NOROESTE;Alto Paraíso;384;9;364;0
4100707;12;NOROESTE;Alto Piquiri;1167;29;1065;1
4100509;12;NOROESTE;Altônia;1935;50;1775;0
4103370;12;NOROESTE;Brasilândia do Sul;433;12;410;0
4103479;12;NOROESTE;Cafezal do Sul;479;8;468;0
4106605;12;NOROESTE;Cruzeiro do Oeste;3200;88;3103;0
4107256;12;NOROESTE;Douradina;1114;13;1072;0
4107520;12;NOROESTE;Esperança Nova;318;8;309;0
4108320;12;NOROESTE;Francisco Alves;530;8;497;0
4109906;12;NOROESTE;Icaraíma;999;16;936;0
4110607;12;NOROESTE;Iporã;2182;22;1796;1
4111555;12;NOROESTE;Ivaté;753;4;608;0
4114708;12;NOROESTE;Maria Helena;582;5;546;0
4115101;12;NOROESTE;Mariluz;1528;53;1442;0
4117206;12;NOROESTE;Nova Olímpia;719;19;689;0
4118857;12;NOROESTE;Perobal;985;8;969;3
4118907;12;NOROESTE;Pérola;1564;33;1412;0
4125357;12;NOROESTE;São Jorge do Patrocínio;993;7;977;0
4126900;12;NOROESTE;Tapira;628;12;616;0
4128104;12;NOROESTE;Umuarama;18894;351;18383;11
4128807;12;NOROESTE;Xambrê;640;8;581;1
4105508;13;NOROESTE;Cianorte;10358;186;9737;7
4105607;13;NOROESTE;Cidade Gaúcha;1972;35;1923;0
4109104;13;NOROESTE;Guaporema;276;5;250;0
4110409;13;NOROESTE;Indianópolis;959;11;928;0
4112405;13;NOROESTE;Japurá;1247;17;1204;0
4113007;13;NOROESTE;Jussara;758;7;750;0
4122602;13;NOROESTE;Rondon;1184;21;1139;0
4125555;13;NOROESTE;São Manoel do Paraná;220;3;215;0
4126108;13;NOROESTE;São Tomé;751;5;744;0
4126801;13;NOROESTE;Tapejara;2094;37;2047;0
4127908;13;NOROESTE;Tuneiras do Oeste;1147;24;1119;1
4100608;14;NOROESTE;Alto Paraná;1381;26;1343;0
4100905;14;NOROESTE;Amaporã;480;8;462;0
4106704;14;NOROESTE;Cruzeiro do Sul;534;12;521;0
4107108;14;NOROESTE;Diamante do Norte;403;16;383;0
4108908;14;NOROESTE;Guairaçá;572;16;419;0
4110300;14;NOROESTE;Inajá;416;10;406;0
4111308;14;NOROESTE;Itaúna do Sul;286;5;281;0
4112603;14;NOROESTE;Jardim Olinda;73;2;70;0
4113502;14;NOROESTE;Loanda;3516;60;3404;1
4115002;14;NOROESTE;Marilena;802;19;756;0
4115903;14;NOROESTE;Mirador;311;3;301;0
4116505;14;NOROESTE;Nova Aliança do Ivaí;150;2;147;0
4117107;14;NOROESTE;Nova Londrina;1950;31;1906;0
4118303;14;NOROESTE;Paranapoema;252;4;247;0
4118402;14;NOROESTE;Paranavaí;12684;311;12011;4
4118006;14;NOROESTE;Paraíso do Norte;2270;48;2215;0
4119707;14;NOROESTE;Planaltina do Paraná;469;6;457;0
4120200;14;NOROESTE;Porto Rico;502;7;491;0
4121000;14;NOROESTE;Querência do Norte;1417;10;1391;0
4123303;14;NOROESTE;Santa Cruz de Monte Castelo;1083;20;1039;0
4123709;14;NOROESTE;Santa Isabel do Ivaí;1588;31;1541;0
4123956;14;NOROESTE;Santa Mônica;395;12;381;0
4124202;14;NOROESTE;Santo Antônio do Caiuá;266;9;247;0
4124608;14;NOROESTE;São Carlos do Ivaí;1097;20;1075;0
4124905;14;NOROESTE;São João do Caiuá;601;13;531;0
4125902;14;NOROESTE;São Pedro do Paraná;251;2;244;0
4126702;14;NOROESTE;Tamboara;581;14;563;0
4127304;14;NOROESTE;Terra Rica;1481;37;1372;0
4102109;15;NOROESTE;Astorga;3943;98;3797;2
4102208;15;NOROESTE;Atalaia;497;25;427;1
4105904;15;NOROESTE;Colorado;3196;79;2923;0
4107306;15;NOROESTE;Doutor Camargo;690;17;673;1
4107801;15;NOROESTE;Floraí;777;12;750;0
4107900;15;NOROESTE;Floresta;1289;22;1250;1
4108106;15;NOROESTE;Flórida;321;11;303;0
4110003;15;NOROESTE;Iguaraçu;655;23;603;1
4110904;15;NOROESTE;Itaguajé;353;9;329;0
4111100;15;NOROESTE;Itambé;809;35;763;0
4111605;15;NOROESTE;Ivatuba;299;13;279;0
4113601;15;NOROESTE;Lobato;598;15;574;0
4114203;15;NOROESTE;Mandaguari;5254;131;4882;1
4114104;15;NOROESTE;Mandaguaçu;4255;85;4104;0
4114807;15;NOROESTE;Marialva;6653;135;6508;0
4115200;15;NOROESTE;Maringá;67145;1629;65152;47
4116307;15;NOROESTE;Munhoz de Melo;523;9;510;0
4116406;15;NOROESTE;Nossa Senhora das Graças;647;10;632;0
4116901;15;NOROESTE;Nova Esperança;2592;87;2371;0
4117404;15;NOROESTE;Ourizona;365;13;340;0
4117503;15;NOROESTE;Paiçandu;5815;142;5384;2
4118105;15;NOROESTE;Paranacity;1087;29;1052;0
4120408;15;NOROESTE;Presidente Castelo Branco;714;14;685;0
4123402;15;NOROESTE;Santa Fé;1014;49;935;0
4123600;15;NOROESTE;Santa Inês;193;3;156;0
4124509;15;NOROESTE;Santo Inácio;586;18;565;0
4126256;15;NOROESTE;Sarandi;14492;338;13564;8
4125308;15;NOROESTE;São Jorge do Ivaí;850;14;831;0
4128302;15;NOROESTE;Uniflor;123;3;120;0
4101150;15;NOROESTE;Ângulo;395;7;378;0
4101408;16;NORTE;Apucarana;11757;492;10258;10
4101507;16;NORTE;Arapongas;15405;589;13606;6
4103206;16;NORTE;Bom Sucesso;1370;20;1342;0
4103305;16;NORTE;Borrazópolis;1096;34;1061;0
4103503;16;NORTE;Califórnia;1375;39;1334;3
4103800;16;NORTE;Cambira;1214;28;1184;0
4107603;16;NORTE;Faxinal;2545;74;2403;0
4108700;16;NORTE;Grandes Rios;668;18;644;0
4112108;16;NORTE;Jandaia do Sul;3200;87;2947;0
4113106;16;NORTE;Kaloré;1312;29;1237;0
4114906;16;NORTE;Marilândia do Sul;1251;42;1206;0
4115507;16;NORTE;Marumbi;770;13;737;0
4115754;16;NORTE;Mauá da Serra;1411;25;1353;0
4117297;16;NORTE;Novo Itacolomi;336;7;316;0
4122107;16;NORTE;Rio Bom;377;13;363;0
4122701;16;NORTE;Sabáudia;1480;26;1416;0
4125803;16;NORTE;São Pedro do Ivaí;1480;49;1421;0
4100806;17;NORTE;Alvorada do Sul;889;29;815;0
4101903;17;NORTE;Assaí;1794;57;1725;1
4102802;17;NORTE;Bela Vista do Paraíso;2418;81;2060;0
4103404;17;NORTE;Cafeara;479;13;436;0
4103701;17;NORTE;Cambé;15041;362;13382;10
4105102;17;NORTE;Centenário do Sul;1298;36;1255;0
4108007;17;NORTE;Florestópolis;1785;38;1707;0
4109203;17;NORTE;Guaraci;648;9;639;2
4109807;17;NORTE;Ibiporã;8215;200;7482;6
4111902;17;NORTE;Jaguapitã;2291;62;1943;1
4112702;17;NORTE;Jataizinho;2001;47;1760;2
4113700;17;NORTE;Londrina;106721;2253;100185;150
4113809;17;NORTE;Lupionópolis;443;21;417;0
4116000;17;NORTE;Miraselva;278;8;245;0
4119657;17;NORTE;Pitangueiras;530;13;421;0
4120002;17;NORTE;Porecatu;1823;50;1762;2
4120333;17;NORTE;Prado Ferreira;105;18;86;0
4120507;17;NORTE;Primeiro de Maio;722;33;533;0
4122404;17;NORTE;Rolândia;9730;266;8701;8
4126504;17;NORTE;Sertanópolis;2916;49;2679;0
4126678;17;NORTE;Tamarana;1369;41;1306;0
4100103;18;NORTE;Abatiá;1186;21;1156;0
4101101;18;NORTE;Andirá;2794;96;2543;1
4102406;18;NORTE;Bandeirantes;5405;148;5246;1
4106001;18;NORTE;Congonhinhas;1168;30;1109;0
4106407;18;NORTE;Cornélio Procópio;7897;175;7672;2
4111001;18;NORTE;Itambaracá;917;20;872;0
4113403;18;NORTE;Leópolis;529;13;514;0
4116604;18;NORTE;Nova América da Colina;469;8;454;0
4117008;18;NORTE;Nova Fátima;724;14;705;1
4117214;18;NORTE;Nova Santa Bárbara;614;20;573;0
4121307;18;NORTE;Rancho Alegre;561;7;548;0
4121901;18;NORTE;Ribeirão do Pinhal;1755;53;1683;0
4123105;18;NORTE;Santa Amélia;521;11;475;0
4123204;18;NORTE;Santa Cecília do Pavão;541;13;525;0
4123907;18;NORTE;Santa Mariana;1472;53;1403;0
4124301;18;NORTE;Santo Antônio do Paraíso;302;5;296;0
4126207;18;NORTE;Sapopema;800;18;779;0
4126405;18;NORTE;Sertaneja;747;17;726;0
4124707;18;NORTE;São Jerônimo da Serra;840;31;804;0
4126009;18;NORTE;São Sebastião da Amoreira;945;28;913;0
4128401;18;NORTE;Uraí;892;34;819;0
4102703;19;NORTE;Barra do Jacaré;274;7;261;0
4103602;19;NORTE;Cambará;3147;68;3062;0
4104709;19;NORTE;Carlópolis;818;33;759;0
4106100;19;NORTE;Conselheiro Mairinck;762;17;743;0
4107751;19;NORTE;Figueira;1011;29;950;1
4109005;19;NORTE;Guapirama;714;15;697;0
4109708;19;NORTE;Ibaiti;4341;161;4167;5
4111704;19;NORTE;Jaboti;604;14;590;0
4111803;19;NORTE;Jacarezinho;6848;115;6662;1
4112306;19;NORTE;Japira;661;15;641;0
4112801;19;NORTE;Joaquim Távora;2088;54;2022;1
4112900;19;NORTE;Jundiaí do Sul;185;9;174;0
4119202;19;NORTE;Pinhalão;923;21;897;0
4120705;19;NORTE;Quatiguá;1605;35;1543;0
4121802;19;NORTE;Ribeirão Claro;1331;22;1307;0
4122909;19;NORTE;Salto do Itararé;990;38;945;0
4124004;19;NORTE;Santana do Itararé;914;30;884;0
4124103;19;NORTE;Santo Antônio da Platina;7241;153;6629;23
4126603;19;NORTE;Siqueira Campos;3782;83;3683;3
4125407;19;NORTE;São José da Boa Vista;668;24;643;0
4127809;19;NORTE;Tomazina;977;29;852;0
4128500;19;NORTE;Wenceslau Braz;2337;85;2235;0
4102000;20;OESTE;Assis Chateaubriand;5514;135;5347;3
4107157;20;OESTE;Diamante D'Oeste;681;20;659;4
4107538;20;OESTE;Entre Rios do Oeste;523;6;509;1
4108809;20;OESTE;Guaíra;4259;103;4134;128
4114609;20;OESTE;Marechal Cândido Rondon;7569;156;7395;2
4115358;20;OESTE;Maripá;773;19;727;1
4115853;20;OESTE;Mercedes;637;10;626;0
4117222;20;OESTE;Nova Santa Rosa;1093;18;1064;0
4117453;20;OESTE;Ouro Verde do Oeste;1029;34;987;0
4117909;20;OESTE;Palotina;6643;97;6517;1
4118451;20;OESTE;Pato Bragado;667;11;599;0
4120853;20;OESTE;Quatro Pontes;740;9;729;0
4123501;20;OESTE;Santa Helena;3827;86;3730;2
4125456;20;OESTE;São José das Palmeiras;489;13;473;1
4125753;20;OESTE;São Pedro do Iguaçu;728;23;697;0
4127403;20;OESTE;Terra Roxa;2328;44;2252;1
4127700;20;OESTE;Toledo;27820;467;26652;6
4127957;20;OESTE;Tupãssi;938;23;909;0
4107009;21;LESTE;Curiúva;1446;34;1307;0
4110078;21;LESTE;Imbaú;2037;59;1970;0
4117305;21;LESTE;Ortigueira;2495;52;2314;4
4121703;21;LESTE;Reserva;3434;80;3350;0
4127106;21;LESTE;Telêmaco Borba;18543;393;17962;4
4127502;21;LESTE;Tibagi;2772;92;2677;0
4128534;21;LESTE;Ventania;1269;52;1210;3
4101655;22;NORTE;Arapuã;396;9;384;0
4101853;22;NORTE;Ariranha do Ivaí;188;4;184;0
4106852;22;NORTE;Cruzmaltina;362;7;351;0
4104402;22;NORTE;Cândido de Abreu;1747;20;1712;0
4108551;22;NORTE;Godoy Moreira;267;4;262;0
4111506;22;NORTE;Ivaiporã;4005;96;3730;0
4112504;22;NORTE;Jardim Alegre;1131;33;1092;1
4113429;22;NORTE;Lidianópolis;496;9;483;0
4113759;22;NORTE;Lunardelli;604;8;591;0
4114500;22;NORTE;Manoel Ribas;1850;32;1806;0
4115739;22;NORTE;Mato Rico;194;5;182;0
4117271;22;NORTE;Nova Tebas;715;17;695;0
4122172;22;NORTE;Rio Branco do Ivaí;465;13;432;0
4122651;22;NORTE;Rosário do Ivaí;684;8;641;1
4123857;22;NORTE;Santa Maria do Oeste;993;29;964;0
4125001;22;NORTE;São João do Ivaí;1422;27;1344;0
