IBGE;RS;MACRO;Municipio;Casos;Obitos;Recuperados;Em_investigacao
4101200;01;LESTE;Antonina;2659;73;2576;0
4109500;01;LESTE;Guaraqueçaba;761;19;740;1
4109609;01;LESTE;Guaratuba;5604;185;5383;0
4115705;01;LESTE;Matinhos;4075;148;3911;2
4116208;01;LESTE;Morretes;2296;56;2217;2
4118204;01;LESTE;Paranaguá;25335;568;24508;19
4119954;01;LESTE;Pontal do Paraná;3848;130;3675;0
4100202;02;LESTE;Adrianópolis;1421;29;1391;0
4100301;02;LESTE;Agudos do Sul;980;33;919;0
4100400;02;LESTE;Almirante Tamandaré;11497;440;10408;8
4101804;02;LESTE;Araucária;30106;559;29496;26
4102307;02;LESTE;Balsa Nova;1764;37;1630;2
4103107;02;LESTE;Bocaiúva do Sul;2249;29;2159;0
4104006;02;LESTE;Campina Grande do Sul;6098;171;5814;3
4104204;02;LESTE;Campo Largo;21191;507;20624;6
4104253;02;LESTE;Campo Magro;3646;91;3309;0
4104105;02;LESTE;Campo do Tenente;369;19;349;0
4105201;02;LESTE;Cerro Azul;1498;54;1433;1
4105805;02;LESTE;Colombo;26736;898;25149;24
4106209;02;LESTE;Contenda;2717;72;2542;1
4106902;02;LESTE;Curitiba;224129;7873;209798;595
4128633;02;LESTE;Doutor Ulysses;364;8;352;0
4107652;02;LESTE;Fazenda Rio Grande;16685;479;15868;21
4111258;02;LESTE;Itaperuçu;3983;123;3822;0
4113205;02;LESTE;Lapa;5024;135;4862;3
4114302;02;LESTE;Mandirituba;3677;98;3520;2
4119152;02;LESTE;Pinhais;19497;608;18694;16
4119509;02;LESTE;Piraquara;14032;347;13157;4
4119103;02;LESTE;Piên;1951;31;1903;0
4120804;02;LESTE;Quatro Barras;3907;107;3734;7
4121208;02;LESTE;Quitandinha;1748;60;1680;0
4122206;02;LESTE;Rio Branco do Sul;5763;157;5487;7
4122305;02;LESTE;Rio Negro;2243;72;2167;7
4125506;02;LESTE;São José dos Pinhais;35983;1116;34059;68
4127601;02;LESTE;Tijucas do Sul;2317;76;2236;1
4127882;02;LESTE;Tunas do Paraná;810;23;782;0
4101606;03;LESTE;Arapoti;3427;68;3335;1
4104659;03;LESTE;Carambeí;3894;72;3798;2
4104907;03;LESTE;Castro;12024;254;11611;8
4110508;03;LESTE;Ipiranga;1391;32;1287;0
4111407;03;LESTE;Ivaí;1226;25;1188;0
4112009;03;LESTE;Jaguariaíva;4856;156;4693;0
4117701;03;LESTE;Palmeira;4409;93;4294;12
4119400;03;LESTE;Piraí do Sul;3433;86;3246;0
4119905;03;LESTE;Ponta Grossa;55847;1403;52733;26
4120101;03;LESTE;Porto Amazonas;550;20;514;0
4126306;03;LESTE;Sengés;2566;62;2500;0
4125100;03;LESTE;São João do Triunfo;855;10;656;0
4107736;04;LESTE;Fernandes Pinheiro;641;14;557;0
4108957;04;LESTE;Guamiranga;1314;21;1276;0
4110102;04;LESTE;Imbituva;5107;117;4965;0
4110201;04;LESTE;Inácio Martins;1402;19;1247;0
4110706;04;LESTE;Irati;9818;193;9574;0
4113908;04;LESTE;Mallet;882;14;866;0
4121505;04;LESTE;Rebouças;1961;42;1896;0
4122008;04;LESTE;Rio Azul;1462;24;1399;0
4127007;04;LESTE;Teixeira Soares;1031;16;1004;2
4103040;05;LESTE;Boa Ventura de São Roque;626;8;573;0
4103958;05;LESTE;Campina do Simão;413;15;394;0
4104428;05;LESTE;Candói;1629;33;1585;0
4104451;05;LESTE;Cantagalo;1204;33;1110;0
4108452;05;LESTE;Foz do Jordão;580;17;539;0
4108650;05;LESTE;Goioxim;448;7;435;0
4109401;05;LESTE;Guarapuava;23092;621;21629;13
4113254;05;LESTE;Laranjal;414;13;399;0
4113304;05;LESTE;Laranjeiras do Sul;3155;102;2966;0
4115457;05;LESTE;Marquinho;391;8;379;0
4117057;05;LESTE;Nova Laranjeiras;1003;12;989;0
4117800;05;LESTE;Palmital;1506;39;1457;1
4119301;05;LESTE;Pinhão;2455;87;2345;0
4119608;05;LESTE;Pitanga;4017;58;3936;0
4120150;05;LESTE;Porto Barreiro;327;4;322;0
4120606;05;LESTE;Prudentópolis;4443;127;4259;0
4121752;05;LESTE;Reserva do Iguaçu;676;9;663;0
4122156;05;LESTE;Rio Bonito do Iguaçu;1005;15;983;0
4127965;05;LESTE;Turvo;2567;36;2527;0
4128658;05;LESTE;Virmond;409;8;325;0
4101309;06;LESTE;Antônio Olinto;589;16;558;0
4102901;06;LESTE;Bituruna;1483;22;1411;0
4106803;06;LESTE;Cruz Machado;1421;27;1389;0
4108502;06;LESTE;General Carneiro;913;35;864;0
4118600;06;LESTE;Paula Freitas;713;16;682;0
4118709;06;LESTE;Paulo Frontin;465;2;396;0
4120309;06;LESTE;Porto Vitória;172;6;166;0
4125605;06;LESTE;São Mateus do Sul;4680;87;4532;1
4128203;06;LESTE;União da Vitória;8355;147;8181;0
4103222;07;OESTE;Bom Sucesso do Sul;529;9;520;0
4105409;07;OESTE;Chopinzinho;2664;53;2611;3
4105706;07;OESTE;Clevelândia;2258;89;2115;16
4106456;07;OESTE;Coronel Domingos Soares;1231;18;1213;0
4106506;07;OESTE;Coronel Vivida;3391;86;3295;4
4109658;07;OESTE;Honório Serpa;617;11;602;1
4111209;07;OESTE;Itapejara d'Oeste;2129;47;2071;17
4114401;07;OESTE;Mangueirinha;2184;51;2132;1
4115309;07;OESTE;Mariópolis;751;25;713;10
4117602;07;OESTE;Palmas;6916;165;6745;5
4118501;07;OESTE;Pato Branco;14194;304;13830;57
4126272;07;OESTE;Saudade do Iguaçu;869;15;854;0
4126652;07;OESTE;Sulina;389;7;382;1
4124806;07;OESTE;São João;1623;25;1595;2
4128708;07;OESTE;Vitorino;1126;37;1088;4
4101002;08;OESTE;Ampére;2756;60;2668;1
4102604;08;OESTE;Barracão;1408;37;1356;2
4102752;08;OESTE;Bela Vista da Caroba;239;7;230;1
4103024;08;OESTE;Boa Esperança do Iguaçu;198;1;193;0
4103156;08;OESTE;Bom Jesus do Sul;533;8;524;0
4104501;08;OESTE;Capanema;2795;28;2763;0
4106571;08;OESTE;Cruzeiro do Iguaçu;541;14;527;0
4107207;08;OESTE;Dois Vizinhos;7114;99;6979;8
4107405;08;OESTE;Enéas Marques;789;17;772;5
4107850;08;OESTE;Flor da Serra do Sul;637;25;611;0
4108403;08;OESTE;Francisco Beltrão;16884;283;16058;123
4114351;08;OESTE;Manfrinópolis;246;5;240;4
4115408;08;OESTE;Marmeleiro;2407;50;2352;2
4116950;08;OESTE;Nova Esperança do Sudoeste;668;11;637;0
4117255;08;OESTE;Nova Prata do Iguaçu;1290;22;1267;1
4119251;08;OESTE;Pinhal de São Bento;201;1;194;0
4119806;08;OESTE;Planalto;1281;20;1261;2
4120358;08;OESTE;Pranchita;776;8;767;0
4119004;08;OESTE;Pérola d'Oeste;537;8;515;0
4121406;08;OESTE;Realeza;2616;41;2568;1
4121604;08;OESTE;Renascença;851;21;820;2
4122800;08;OESTE;Salgado Filho;500;11;489;1
4123006;08;OESTE;Salto do Lontra;1858;31;1825;1
4123808;08;OESTE;Santa Izabel do Oeste;1368;35;1326;3
4124400;08;OESTE;Santo Antônio do Sudoeste;2595;32;2537;0
4125209;08;OESTE;São Jorge d'Oeste;1516;34;1479;1
4128609;08;OESTE;Verê;1196;24;1169;0
4108304;09;OESTE;Foz do Iguaçu;46345;1191;42557;2310
4110953;09;OESTE;Itaipulândia;1635;27;1598;3
4115606;09;OESTE;Matelândia;3090;66;3006;6
4115804;09;OESTE;Medianeira;8317;146;8111;14
4116059;09;OESTE;Missal;1291;21;1261;4
4121257;09;OESTE;Ramilândia;487;12;471;2
4124053;09;OESTE;Santa Terezinha de Itaipu;3674;111;3547;34
4126355;09;OESTE;Serranópolis do Iguaçu;672;14;657;0
4125704;09;OESTE;São Miguel do Iguaçu;3727;77;3618;33
4101051;10;OESTE;Anahy;470;13;456;0
4103057;10;OESTE;Boa Vista da Aparecida;1170;35;1135;0
4103354;10;OESTE;Braganey;684;11;671;0
4103453;10;OESTE;Cafelândia;3024;43;2979;1
4104055;10;OESTE;Campo Bonito;466;14;448;0
4104600;10;OESTE;Capitão Leônidas Marques;2001;31;1967;1
4104808;10;OESTE;Cascavel;49954;1133;48163;67
4105003;10;OESTE;Catanduvas;1190;21;1168;0
4106308;10;OESTE;Corbélia;2997;47;2929;0
4105300;10;OESTE;Céu Azul;1693;35;1649;6
4107124;10;OESTE;Diamante do Sul;550;17;530;0
4107546;10;OESTE;Espigão Alto do Iguaçu;506;7;499;0
4108205;10;OESTE;Formosa do Oeste;743;22;713;1
4109302;10;OESTE;Guaraniaçu;1871;33;1765;2
4109757;10;OESTE;Ibema;580;27;553;1
4110052;10;OESTE;Iguatu;333;12;320;0
4110656;10;OESTE;Iracema do Oeste;251;5;237;0
4112751;10;OESTE;Jesuítas;1138;21;1115;0
4113452;10;OESTE;Lindoeste;641;10;595;0
4116703;10;OESTE;Nova Aurora;1854;48;1798;0
4120903;10;OESTE;Quedas do Iguaçu;3966;82;3875;1
4123824;10;OESTE;Santa Lúcia;275;8;266;0
4124020;10;OESTE;Santa Tereza do Oeste;1348;35;1256;3
4127858;10;OESTE;Três Barras do Paraná;1595;59;1535;0
4128559;10;OESTE;Vera Cruz do Oeste;1264;48;1212;3
4100459;11;NOROESTE;Altamira do Paraná;312;13;299;0
4101705;11;NOROESTE;Araruna;2236;37;2189;0
4102505;11;NOROESTE;Barbosa Ferraz;1556;47;1468;0
4103008;11;NOROESTE;Boa Esperança;508;19;488;0
4103909;11;NOROESTE;Campina da Lagoa;1835;63;1764;0
4104303;11;NOROESTE;Campo Mourão;16281;352;15839;4
4106555;11;NOROESTE;Corumbataí do Sul;449;7;439;0
4107504;11;NOROESTE;Engenheiro Beltrão;1666;31;1622;0
4107553;11;NOROESTE;Farol;203;8;186;0
4107702;11;NOROESTE;Fênix;473;8;448;1
4108601;11;NOROESTE;Goioerê;2133;75;1984;1
4110805;11;NOROESTE;Iretama;1145;21;1041;0
4112207;11;NOROESTE;Janiópolis;552;22;528;0
4112959;11;NOROESTE;Juranda;1120;33;1085;0
4113734;11;NOROESTE;Luiziana;813;15;793;0
4114005;11;NOROESTE;Mamborê;1508;29;1431;0
4116109;11;NOROESTE;Moreira Sales;1139;39;1095;0
4116802;11;NOROESTE;Nova Cantu;825;20;802;0
4118808;11;NOROESTE;Peabiru;1751;40;1698;0
4120655;11;NOROESTE;Quarto Centenário;323;6;302;0
4121109;11;NOROESTE;Quinta do Sol;627;10;616;0
4121356;11;NOROESTE;Rancho Alegre D'Oeste;294;9;285;0
4122503;11;NOROESTE;Roncador;1266;20;1119;0
4127205;11;NOROESTE;Terra Boa;2692;59;2620;0
4128005;11;NOROESTE;Ubiratã;2455;99;2302;1
4128625;12;NOROESTE;Alto Paraíso;384;9;364;0
4100707;12;NOROESTE;Alto Piquiri;1167;29;1065;1
4100509;12;NOROESTE;Altônia;1934;50;1775;4
4103370;12;NOROESTE;Brasilândia do Sul;433;12;410;0
4103479;12;NOROESTE;Cafezal do Sul;479;8;468;0
4106605;12;NOROESTE;Cruzeiro do Oeste;3198;88;3103;0
4107256;12;NOROESTE;Douradina;1114;13;1072;0
4107520;12;NOROESTE;Esperança Nova;316;8;308;0
4108320;12;NOROESTE;Francisco Alves;530;8;497;0
4109906;12;NOROESTE;Icaraíma;999;16;936;0
4110607;12;NOROESTE;Iporã;2181;22;1796;1
4111555;12;NOROESTE;Ivaté;750;4;608;0
4114708;12;NOROESTE;Maria Helena;582;5;546;0
4115101;12;NOROESTE;Mariluz;1525;53;1442;0
4117206;12;NOROESTE;Nova Olímpia;719;19;689;0
4118857;12;NOROESTE;Perobal;985;8;969;1
4118907;12;NOROESTE;Pérola;1562;33;1413;0
4125357;12;NOROESTE;São Jorge do Patrocínio;993;7;977;0
4126900;12;NOROESTE;Tapira;628;12;616;0
4128104;12;NOROESTE;Umuarama;18889;351;18383;10
4128807;12;NOROESTE;Xambrê;640;8;581;1
4105508;13;NOROESTE;Cianorte;10356;186;9737;2
4105607;13;NOROESTE;Cidade Gaúcha;1971;34;1923;2
4109104;13;NOROESTE;Guaporema;275;5;250;0
4110409;13;NOROESTE;Indianópolis;957;11;928;0
4112405;13;NOROESTE;Japurá;1245;17;1204;0
4113007;13;NOROESTE;Jussara;758;7;750;0
4122602;13;NOROESTE;Rondon;1182;21;1139;0
4125555;13;NOROESTE;São Manoel do Paraná;220;3;215;0
4126108;13;NOROESTE;São Tomé;751;5;744;0
4126801;13;NOROESTE;Tapejara;2094;37;2047;0
4127908;13;NOROESTE;Tuneiras do Oeste;1147;24;1119;0
4100608;14;NOROESTE;Alto Paraná;1380;26;1343;0
4100905;14;NOROESTE;Amaporã;480;8;462;0
4106704;14;NOROESTE;Cruzeiro do Sul;533;12;521;0
4107108;14;NOROESTE;Diamante do Norte;401;16;383;0
4108908;14;NOROESTE;Guairaçá;572;16;419;0
4110300;14;NOROESTE;Inajá;416;10;406;0
4111308;14;NOROESTE;Itaúna do Sul;286;5;281;0
4112603;14;NOROESTE;Jardim Olinda;73;2;70;0
4113502;14;NOROESTE;Loanda;3515;60;3404;0
4115002;14;NOROESTE;Marilena;802;19;756;0
4115903;14;NOROESTE;Mirador;311;3;301;0
4116505;14;NOROESTE;Nova Aliança do Ivaí;150;2;147;0
4117107;14;NOROESTE;Nova Londrina;1950;31;1906;0
4118303;14;NOROESTE;Paranapoema;252;4;247;5
4118402;14;NOROESTE;Paranavaí;12676;311;12010;5
4118006;14;NOROESTE;Paraíso do Norte;2270;48;2215;0
4119707;14;NOROESTE;Planaltina do Paraná;468;6;457;0
4120200;14;NOROESTE;Porto Rico;502;7;491;0
4121000;14;NOROESTE;Querência do Norte;1417;10;1391;0
4123303;14;NOROESTE;Santa Cruz de Monte Castelo;1083;20;1039;0
4123709;14;NOROESTE;Santa Isabel do Ivaí;1588;31;1541;0
4123956;14;NOROESTE;Santa Mônica;395;12;381;0
4124202;14;NOROESTE;Santo Antônio do Caiuá;266;9;247;0
4124608;14;NOROESTE;São Carlos do Ivaí;1097;20;1075;0
4124905;14;NOROESTE;São João do Caiuá;601;13;531;0
4125902;14;NOROESTE;São Pedro do Paraná;251;2;244;0
4126702;14;NOROESTE;Tamboara;581;14;563;0
4127304;14;NOROESTE;Terra Rica;1475;37;1372;0
4102109;15;NOROESTE;Astorga;3943;98;3797;0
4102208;15;NOROESTE;Atalaia;497;25;427;1
4105904;15;NOROESTE;Colorado;3196;79;2923;1
4107306;15;NOROESTE;Doutor Camargo;690;17;673;1
4107801;15;NOROESTE;Floraí;777;12;750;0
4107900;15;NOROESTE;Floresta;1289;22;1250;1
4108106;15;NOROESTE;Flórida;321;11;303;0
4110003;15;NOROESTE;Iguaraçu;655;23;603;1
4110904;15;NOROESTE;Itaguajé;353;9;329;1
4111100;15;NOROESTE;Itambé;809;35;763;0
4111605;15;NOROESTE;Ivatuba;299;13;279;1
4113601;15;NOROESTE;Lobato;598;15;574;0
4114203;15;NOROESTE;Mandaguari;5249;131;4882;0
4114104;15;NOROESTE;Mandaguaçu;4252;85;4104;0
4114807;15;NOROESTE;Marialva;6652;135;6508;1
4115200;15;NOROESTE;Maringá;67105;1629;65141;47
4116307;15;NOROESTE;Munhoz de Melo;523;9;510;0
4116406;15;NOROESTE;Nossa Senhora das Graças;647;10;632;0
4116901;15;NOROESTE;Nova Esperança;2591;87;2371;0
4117404;15;NOROESTE;Ourizona;365;13;340;0
4117503;15;NOROESTE;Paiçandu;5815;142;5384;1
