IBGE;RS;MACRO;Municipio;Casos;Obitos;Recuperados;Em_investigacao
4101200;01;LESTE;Antonina;2658;73;2576;0
4109500;01;LESTE;Guaraqueçaba;761;19;740;0
4109609;01;LESTE;Guaratuba;5597;185;5383;0
4115705;01;LESTE;Matinhos;4070;148;3910;1
4116208;01;LESTE;Morretes;2296;56;2217;2
4118204;01;LESTE;Paranaguá;25322;568;24506;4
4119954;01;LESTE;Pontal do Paraná;3844;130;3675;2
4100202;02;LESTE;Adrianópolis;1421;29;1391;0
4100301;02;LESTE;Agudos do Sul;980;33;919;0
4100400;02;LESTE;Almirante Tamandaré;11496;440;10408;12
4101804;02;LESTE;Araucária;30076;559;29484;27
4102307;02;LESTE;Balsa Nova;1764;37;1630;1
4103107;02;LESTE;Bocaiúva do Sul;2249;29;2159;1
4104006;02;LESTE;Campina Grande do Sul;6093;171;5814;3
4104204;02;LESTE;Campo Largo;21183;507;20620;14
4104253;02;LESTE;Campo Magro;3645;91;3309;0
4104105;02;LESTE;Campo do Tenente;369;19;349;0
4105201;02;LESTE;Cerro Azul;1498;54;1433;1
4105805;02;LESTE;Colombo;26713;898;25148;22
4106209;02;LESTE;Contenda;2717;72;2543;1
4106902;02;LESTE;Curitiba;223707;7873;209804;556
4128633;02;LESTE;Doutor Ulysses;364;8;352;0
4107652;02;LESTE;Fazenda Rio Grande;16680;479;15869;25
4111258;02;LESTE;Itaperuçu;3983;123;3822;1
4113205;02;LESTE;Lapa;5022;135;4864;4
4114302;02;LESTE;Mandirituba;3677;98;3520;1
4119152;02;LESTE;Pinhais;19455;608;18693;16
4119509;02;LESTE;Piraquara;14026;347;13157;5
4119103;02;LESTE;Piên;1948;31;1903;0
4120804;02;LESTE;Quatro Barras;3905;107;3734;7
4121208;02;LESTE;Quitandinha;1748;60;1680;1
4122206;02;LESTE;Rio Branco do Sul;5763;157;5487;4
4122305;02;LESTE;Rio Negro;2241;72;2167;2
4125506;02;LESTE;São José dos Pinhais;35960;1116;34054;61
4127601;02;LESTE;Tijucas do Sul;2314;76;2234;2
4127882;02;LESTE;Tunas do Paraná;811;23;783;1
4101606;03;LESTE;Arapoti;3425;68;3335;0
4104659;03;LESTE;Carambeí;3893;72;3798;0
4104907;03;LESTE;Castro;12018;254;11610;3
4110508;03;LESTE;Ipiranga;1391;32;1287;0
4111407;03;LESTE;Ivaí;1226;25;1188;0
4112009;03;LESTE;Jaguariaíva;4854;156;4693;0
4117701;03;LESTE;Palmeira;4408;93;4294;13
4119400;03;LESTE;Piraí do Sul;3432;86;3246;0
4119905;03;LESTE;Ponta Grossa;55800;1403;52713;41
4120101;03;LESTE;Porto Amazonas;550;20;514;1
4126306;03;LESTE;Sengés;2566;62;2500;0
4125100;03;LESTE;São João do Triunfo;855;10;656;0
4107736;04;LESTE;Fernandes Pinheiro;641;14;557;0
4108957;04;LESTE;Guamiranga;1314;21;1276;0
4110102;04;LESTE;Imbituva;5107;117;4965;0
4110201;04;LESTE;Inácio Martins;1400;19;1247;0
4110706;04;LESTE;Irati;9792;193;9550;2
4113908;04;LESTE;Mallet;881;14;866;0
4121505;04;LESTE;Rebouças;1957;42;1895;0
4122008;04;LESTE;Rio Azul;1459;24;1399;0
4127007;04;LESTE;Teixeira Soares;1031;16;1003;3
4103040;05;LESTE;Boa Ventura de São Roque;626;8;573;0
4103958;05;LESTE;Campina do Simão;413;15;394;0
4104428;05;LESTE;Candói;1630;33;1586;0
4104451;05;LESTE;Cantagalo;1204;33;1110;0
4108452;05;LESTE;Foz do Jordão;578;17;539;0
4108650;05;LESTE;Goioxim;448;7;435;0
4109401;05;LESTE;Guarapuava;22979;621;21627;2
4113254;05;LESTE;Laranjal;414;13;399;0
4113304;05;LESTE;Laranjeiras do Sul;3154;102;2966;0
4115457;05;LESTE;Marquinho;391;8;379;0
4117057;05;LESTE;Nova Laranjeiras;1002;12;988;0
4117800;05;LESTE;Palmital;1505;39;1457;1
4119301;05;LESTE;Pinhão;2455;87;2345;0
4119608;05;LESTE;Pitanga;4016;58;3936;0
4120150;05;LESTE;Porto Barreiro;327;4;322;0
4120606;05;LESTE;Prudentópolis;4442;127;4259;0
4121752;05;LESTE;Reserva do Iguaçu;676;9;663;0
4122156;05;LESTE;Rio Bonito do Iguaçu;1005;15;983;0
4127965;05;LESTE;Turvo;2566;36;2527;0
4128658;05;LESTE;Virmond;407;8;325;0
4101309;06;LESTE;Antônio Olinto;589;16;558;0
4102901;06;LESTE;Bituruna;1483;22;1411;0
4106803;06;LESTE;Cruz Machado;1421;27;1389;0
4108502;06;LESTE;General Carneiro;913;35;864;0
4118600;06;LESTE;Paula Freitas;713;16;682;0
4118709;06;LESTE;Paulo Frontin;463;2;396;0
4120309;06;LESTE;Porto Vitória;172;6;166;0
4125605;06;LESTE;São Mateus do Sul;4680;87;4532;1
4128203;06;LESTE;União da Vitória;8351;147;8181;0
4103222;07;OESTE;Bom Sucesso do Sul;529;9;520;1
4105409;07;OESTE;Chopinzinho;2664;53;2611;1
4105706;07;OESTE;Clevelândia;2258;89;2115;16
4106456;07;OESTE;Coronel Domingos Soares;1231;18;1213;0
4106506;07;OESTE;Coronel Vivida;3391;85;3295;4
4109658;07;OESTE;Honório Serpa;616;11;602;0
4111209;07;OESTE;Itapejara d'Oeste;2122;47;2071;16
4114401;07;OESTE;Mangueirinha;2184;51;2132;1
4115309;07;OESTE;Mariópolis;751;25;710;9
4117602;07;OESTE;Palmas;6912;165;6744;1
4118501;07;OESTE;Pato Branco;14185;304;13828;44
4126272;07;OESTE;Saudade do Iguaçu;869;15;854;0
4126652;07;OESTE;Sulina;389;7;382;0
4124806;07;OESTE;São João;1621;25;1595;2
4128708;07;OESTE;Vitorino;1125;37;1088;2
4101002;08;OESTE;Ampére;2751;60;2668;1
4102604;08;OESTE;Barracão;1404;37;1356;1
4102752;08;OESTE;Bela Vista da Caroba;238;7;230;1
4103024;08;OESTE;Boa Esperança do Iguaçu;198;1;193;0
4103156;08;OESTE;Bom Jesus do Sul;532;8;524;0
4104501;08;OESTE;Capanema;2792;28;2762;0
4106571;08;OESTE;Cruzeiro do Iguaçu;540;14;526;0
4107207;08;OESTE;Dois Vizinhos;7113;99;6979;8
4107405;08;OESTE;Enéas Marques;789;17;772;5
4107850;08;OESTE;Flor da Serra do Sul;637;25;611;0
4108403;08;OESTE;Francisco Beltrão;16879;283;16058;124
4114351;08;OESTE;Manfrinópolis;246;5;240;4
4115408;08;OESTE;Marmeleiro;2406;50;2351;2
4116950;08;OESTE;Nova Esperança do Sudoeste;668;11;637;0
4117255;08;OESTE;Nova Prata do Iguaçu;1290;22;1267;1
4119251;08;OESTE;Pinhal de São Bento;200;1;194;0
4119806;08;OESTE;Planalto;1280;20;1260;1
4120358;08;OESTE;Pranchita;776;8;768;0
4119004;08;OESTE;Pérola d'Oeste;536;8;515;0
4121406;08;OESTE;Realeza;2614;41;2566;0
4121604;08;OESTE;Renascença;851;21;819;2
4122800;08;OESTE;Salgado Filho;500;11;489;1
4123006;08;OESTE;Salto do Lontra;1859;31;1825;1
4123808;08;OESTE;Santa Izabel do Oeste;1368;35;1326;2
4124400;08;OESTE;Santo Antônio do Sudoeste;2593;32;2531;0
4125209;08;OESTE;São Jorge d'Oeste;1516;34;1479;1
4128609;08;OESTE;Verê;1196;24;1169;0
4108304;09;OESTE;Foz do Iguaçu;46289;1191;42555;2292
4110953;09;OESTE;Itaipulândia;1635;27;1592;5
4115606;09;OESTE;Matelândia;3088;66;3006;16
4115804;09;OESTE;Medianeira;8312;146;8106;14
4116059;09;OESTE;Missal;1291;21;1261;4
4121257;09;OESTE;Ramilândia;487;12;471;2
4124053;09;OESTE;Santa Terezinha de Itaipu;3674;111;3547;34
4126355;09;OESTE;Serranópolis do Iguaçu;672;14;657;0
4125704;09;OESTE;São Miguel do Iguaçu;3719;77;3616;14
4101051;10;OESTE;Anahy;470;13;456;0
4103057;10;OESTE;Boa Vista da Aparecida;1170;35;1134;0
4103354;10;OESTE;Braganey;684;11;671;0
4103453;10;OESTE;Cafelândia;3024;43;2979;1
4104055;10;OESTE;Campo Bonito;466;14;448;0
4104600;10;OESTE;Capitão Leônidas Marques;2001;31;1967;1
4104808;10;OESTE;Cascavel;49950;1133;48161;52
4105003;10;OESTE;Catanduvas;1190;21;1168;0
4106308;10;OESTE;Corbélia;2995;47;2929;0
4105300;10;OESTE;Céu Azul;1693;35;1649;6
4107124;10;OESTE;Diamante do Sul;550;17;530;0
4107546;10;OESTE;Espigão Alto do Iguaçu;506;7;499;0
4108205;10;OESTE;Formosa do Oeste;743;22;713;1
4109302;10;OESTE;Guaraniaçu;1871;33;1765;2
4109757;10;OESTE;Ibema;580;27;553;2
4110052;10;OESTE;Iguatu;333;12;320;0
4110656;10;OESTE;Iracema do Oeste;251;5;237;0
4112751;10;OESTE;Jesuítas;1137;21;1115;1
4113452;10;OESTE;Lindoeste;641;10;595;0
4116703;10;OESTE;Nova Aurora;1853;48;1797;0
4120903;10;OESTE;Quedas do Iguaçu;3963;82;3875;1
4123824;10;OESTE;Santa Lúcia;274;8;265;0
4124020;10;OESTE;Santa Tereza do Oeste;1348;35;1256;1
4127858;10;OESTE;Três Barras do Paraná;1595;59;1535;0
4128559;10;OESTE;Vera Cruz do Oeste;1264;48;1212;3
4100459;11;NOROESTE;Altamira do Paraná;312;13;299;0
4101705;11;NOROESTE;Araruna;2235;37;2189;0
4102505;11;NOROESTE;Barbosa Ferraz;1555;47;1465;0
4103008;11;NOROESTE;Boa Esperança;508;19;488;0
4103909;11;NOROESTE;Campina da Lagoa;1835;63;1764;0
4104303;11;NOROESTE;Campo Mourão;16264;352;15838;4
4106555;11;NOROESTE;Corumbataí do Sul;449;7;439;0
4107504;11;NOROESTE;Engenheiro Beltrão;1664;31;1622;0
4107553;11;NOROESTE;Farol;203;8;186;0
4107702;11;NOROESTE;Fênix;473;8;448;1
4108601;11;NOROESTE;Goioerê;2133;75;1984;0
4110805;11;NOROESTE;Iretama;1140;21;1041;0
4112207;11;NOROESTE;Janiópolis;552;22;528;0
4112959;11;NOROESTE;Juranda;1120;33;1085;0
4113734;11;NOROESTE;Luiziana;813;15;793;0
4114005;11;NOROESTE;Mamborê;1508;29;1431;0
4116109;11;NOROESTE;Moreira Sales;1139;39;1095;0
4116802;11;NOROESTE;Nova Cantu;825;20;802;0
4118808;11;NOROESTE;Peabiru;1749;40;1699;0
4120655;11;NOROESTE;Quarto Centenário;323;6;302;0
4121109;11;NOROESTE;Quinta do Sol;627;10;616;0
4121356;11;NOROESTE;Rancho Alegre D'Oeste;294;9;285;0
4122503;11;NOROESTE;Roncador;1266;20;1119;0
4127205;11;NOROESTE;Terra Boa;2692;59;2620;0
4128005;11;NOROESTE;Ubiratã;2453;99;2300;0
4128625;12;NOROESTE;Alto Paraíso;384;9;364;0
4100707;12;NOROESTE;Alto Piquiri;1167;29;1065;1
4100509;12;NOROESTE;Altônia;1934;50;1775;0
4103370;12;NOROESTE;Brasilândia do Sul;433;12;410;0
4103479;12;NOROESTE;Cafezal do Sul;478;8;468;0
4106605;12;NOROESTE;Cruzeiro do Oeste;3198;88;3103;0
4107256;12;NOROESTE;Douradina;1114;13;1072;0
4107520;12;NOROESTE;Esperança Nova;316;8;308;1
4108320;12;NOROESTE;Francisco Alves;530;8;497;0
4109906;12;NOROESTE;Icaraíma;999;16;936;0
4110607;12;NOROESTE;Iporã;2179;22;1796;1
4111555;12;NOROESTE;Ivaté;748;4;608;0
4114708;12;NOROESTE;Maria Helena;582;5;546;0
4115101;12;NOROESTE;Mariluz;1525;53;1442;0
4117206;12;NOROESTE;Nova Olímpia;719;19;689;0
4118857;12;NOROESTE;Perobal;985;8;969;1
4118907;12;NOROESTE;Pérola;1562;33;1413;0
4125357;12;NOROESTE;São Jorge do Patrocínio;993;7;977;0
4126900;12;NOROESTE;Tapira;628;12;616;0
4128104;12;NOROESTE;Umuarama;18877;351;18380;11
4128807;12;NOROESTE;Xambrê;639;8;581;1
4105508;13;NOROESTE;Cianorte;10330;186;9737;2
4105607;13;NOROESTE;Cidade Gaúcha;1968;34;1923;1
4109104;13;NOROESTE;Guaporema;274;5;250;0
4110409;13;NOROESTE;Indianópolis;954;11;928;0
4112405;13;NOROESTE;Japurá;1245;17;1204;0
4113007;13;NOROESTE;Jussara;758;7;750;0
4122602;13;NOROESTE;Rondon;1182;21;1139;0
4125555;13;NOROESTE;São Manoel do Paraná;220;3;215;0
4126108;13;NOROESTE;São Tomé;750;5;744;0
4126801;13;NOROESTE;Tapejara;2094;37;2047;0
4127908;13;NOROESTE;Tuneiras do Oeste;1147;24;1119;0
4100608;14;NOROESTE;Alto Paraná;1379;26;1343;0
4100905;14;NOROESTE;Amaporã;478;8;462;0
4106704;14;NOROESTE;Cruzeiro do Sul;533;12;521;0
4107108;14;NOROESTE;Diamante do Norte;401;16;383;0
4108908;14;NOROESTE;Guairaçá;572;16;419;0
4110300;14;NOROESTE;Inajá;416;10;406;0
4111308;14;NOROESTE;Itaúna do Sul;286;5;281;0
4112603;14;NOROESTE;Jardim Olinda;73;2;70;0
4113502;14;NOROESTE;Loanda;3511;60;3403;0
4115002;14;NOROESTE;Marilena;802;19;756;0
4115903;14;NOROESTE;Mirador;311;3;301;0
4116505;14;NOROESTE;Nova Aliança do Ivaí;150;2;147;0
4117107;14;NOROESTE;Nova Londrina;1949;31;1906;0
4118303;14;NOROESTE;Paranapoema;252;4;247;0
4118402;14;NOROESTE;Paranavaí;12657;311;12006;2
4118006;14;NOROESTE;Paraíso do Norte;2268;48;2215;0
4119707;14;NOROESTE;Planaltina do Paraná;467;6;456;0
4120200;14;NOROESTE;Porto Rico;501;7;490;0
4121000;14;NOROESTE;Querência do Norte;1417;10;1391;0
4123303;14;NOROESTE;Santa Cruz de Monte Castelo;1083;20;1039;0
4123709;14;NOROESTE;Santa Isabel do Ivaí;1588;31;1541;0
4123956;14;NOROESTE;Santa Mônica;395;12;381;0
4124202;14;NOROESTE;Santo Antônio do Caiuá;266;9;247;0
4124608;14;NOROESTE;São Carlos do Ivaí;1097;20;1075;0
4124905;14;NOROESTE;São João do Caiuá;601;13;531;0
4125902;14;NOROESTE;São Pedro do Paraná;251;2;244;0
4126702;14;NOROESTE;Tamboara;581;14;563;0
4127304;14;NOROESTE;Terra Rica;1474;37;1372;0
4102109;15;NOROESTE;Astorga;3941;95;3788;0
4102208;15;NOROESTE;Atalaia;497;25;427;1
4105904;15;NOROESTE;Colorado;3195;79;2923;0
4107306;15;NOROESTE;Doutor Camargo;690;17;673;1
4107801;15;NOROESTE;Floraí;777;12;750;0
4107900;15;NOROESTE;Floresta;1288;22;1245;1
4108106;15;NOROESTE;Flórida;321;11;303;0
4110003;15;NOROESTE;Iguaraçu;655;23;603;0
4110904;15;NOROESTE;Itaguajé;353;9;329;0
4111100;15;NOROESTE;Itambé;809;35;763;0
4111605;15;NOROESTE;Ivatuba;299;13;279;0
4113601;15;NOROESTE;Lobato;598;15;574;0
4114203;15;NOROESTE;Mandaguari;5246;131;4882;0
4114104;15;NOROESTE;Mandaguaçu;4248;85;4103;0
4114807;15;NOROESTE;Marialva;6651;135;6508;0
4115200;15;NOROESTE;Maringá;67039;1628;65139;24
4116307;15;NOROESTE;Munhoz de Melo;523;9;510;0
4116406;15;NOROESTE;Nossa Senhora das Graças;646;10;632;0
4116901;15;NOROESTE;Nova Esperança;2589;87;2372;0
4117404;15;NOROESTE;Ourizona;365;13;340;0
4117503;15;NOROESTE;Paiçandu;5815;142;5384;0
4118105;15;NOROESTE;Paranacity;1084;29;1052;0
4120408;15;NOROESTE;Presidente Castelo Branco;713;14;685;0
4123402;15;NOROESTE;Santa Fé;1014;49;935;0
4123600;15;NOROESTE;Santa Inês;193;3;156;0
4124509;15;NOROESTE;Santo Inácio;586;18;565;0
4126256;15;NOROESTE;Sarandi;14488;338;13564;2
4125308;15;NOROESTE;São Jorge do Ivaí;848;14;831;0
4128302;15;NOROESTE;Uniflor;123;3;120;0
4101150;15;NOROESTE;Ângulo;395;7;378;0
4101408;16;NORTE;Apucarana;11755;491;10258;1
4101507;16;NORTE;Arapongas;15388;589;13609;1
4103206;16;NORTE;Bom Sucesso;1370;20;1342;0
4103305;16;NORTE;Borrazópolis;1096;34;1061;0
4103503;16;NORTE;Califórnia;1375;39;1334;2
4103800;16;NORTE;Cambira;1214;28;1184;0
4107603;16;NORTE;Faxinal;2542;74;2403;0
4108700;16;NORTE;Grandes Rios;664;18;644;0
4112108;16;NORTE;Jandaia do Sul;3196;87;2947;0
4113106;16;NORTE;Kaloré;1312;29;1237;0
4114906;16;NORTE;Marilândia do Sul;1251;42;1206;0
4115507;16;NORTE;Marumbi;770;13;737;0
4115754;16;NORTE;Mauá da Serra;1407;25;1353;0
4117297;16;NORTE;Novo Itacolomi;336;7;316;0
4122107;16;NORTE;Rio Bom;377;13;363;0
4122701;16;NORTE;Sabáudia;1480;26;1416;0
4125803;16;NORTE;São Pedro do Ivaí;1480;49;1421;0
4100806;17;NORTE;Alvorada do Sul;889;29;815;1
4101903;17;NORTE;Assaí;1792;57;1725;0
4102802;17;NORTE;Bela Vista do Paraíso;2416;81;2060;0
4103404;17;NORTE;Cafeara;479;13;436;0
4103701;17;NORTE;Cambé;15000;362;13382;9
4105102;17;NORTE;Centenário do Sul;1296;36;1255;1
4108007;17;NORTE;Florestópolis;1784;38;1707;0
4109203;17;NORTE;Guaraci;648;9;639;0
4109807;17;NORTE;Ibiporã;8216;200;7483;2
4111902;17;NORTE;Jaguapitã;2286;62;1943;0
4112702;17;NORTE;Jataizinho;2002;47;1762;0
4113700;17;NORTE;Londrina;106542;2253;100172;118
4113809;17;NORTE;Lupionópolis;443;21;417;0
4116000;17;NORTE;Miraselva;278;8;245;0
4119657;17;NORTE;Pitangueiras;530;13;421;0
4120002;17;NORTE;Porecatu;1822;50;1762;0
4120333;17;NORTE;Prado Ferreira;105;18;86;0
4120507;17;NORTE;Primeiro de Maio;721;33;532;0
4122404;17;NORTE;Rolândia;9722;266;8696;6
4126504;17;NORTE;Sertanópolis;2916;49;2679;0
4126678;17;NORTE;Tamarana;1364;41;1306;1
4100103;18;NORTE;Abatiá;1184;21;1156;0
4101101;18;NORTE;Andirá;2794;96;2543;0
4102406;18;NORTE;Bandeirantes;5400;148;5246;0
4106001;18;NORTE;Congonhinhas;1168;30;1109;0
4106407;18;NORTE;Cornélio Procópio;7886;175;7672;1
4111001;18;NORTE;Itambaracá;917;20;872;0
4113403;18;NORTE;Leópolis;529;13;514;0
4116604;18;NORTE;Nova América da Colina;468;8;454;0
4117008;18;NORTE;Nova Fátima;724;14;705;0
4117214;18;NORTE;Nova Santa Bárbara;613;20;573;0
4121307;18;NORTE;Rancho Alegre;561;7;548;1
4121901;18;NORTE;Ribeirão do Pinhal;1754;53;1683;0
4123105;18;NORTE;Santa Amélia;521;11;475;0
4123204;18;NORTE;Santa Cecília do Pavão;541;13;525;0
